time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/total_timesteps,time/fps,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss
11456,-8396.904575819999,781.0,591,461571,40,460790,-9693.926795324503,0.001,99938.2685734435
11477,-8445.56081226,781.0,592,462352,40,461571,-9610.585134743118,0.001,145528.5966662457
11498,-8459.06125276,781.0,593,463133,40,462352,-9521.149880461748,0.001,138268.97455435738
11520,-8450.38844257,781.0,594,463914,40,463133,-9433.373617057458,0.001,121635.60552001641
11541,-8425.189990840001,781.0,595,464695,40,463914,-9345.936680987916,0.001,106574.55478518752
11562,-8367.77007704,781.0,596,465476,40,464695,-9272.17217259523,0.001,145088.38164275067
11583,-8359.02152668,781.0,597,466257,40,465476,-9187.35263034171,0.001,110194.96600693472
11604,-8279.695967590002,781.0,598,467038,40,466257,-9145.618880541773,0.001,115894.59152866417
11625,-8251.5381568,781.0,599,467819,40,467038,-9053.138343019766,0.001,107590.91133975371
11647,-8214.84844135,781.0,600,468600,40,467819,-8988.893410891485,0.001,124696.92842334547
11668,-8219.7179812,781.0,601,469381,40,468600,-8904.555750340109,0.001,141007.63517169244
11689,-8235.12193129,781.0,602,470162,40,469381,-8804.207771486876,0.001,117253.98966794374
11710,-8198.449861729998,781.0,603,470943,40,470162,-8731.840567731675,0.001,119316.74102462787
11731,-8191.1469456999985,781.0,604,471724,40,470943,-8660.511174200745,0.001,88226.17650585687
11752,-8223.075683049998,781.0,605,472505,40,471724,-8592.014584041894,0.001,87832.85336417028
11773,-8213.2369937,781.0,606,473286,40,472505,-8525.398725092029,0.001,81748.0333119098
11794,-8238.745775559999,781.0,607,474067,40,473286,-8452.182494023087,0.001,120938.14372333522
11815,-8219.36286995,781.0,608,474848,40,474067,-8362.408930857875,0.001,118633.06692172746
11837,-8180.659509900001,781.0,609,475629,40,474848,-8306.153522877321,0.001,116256.02071100252
11858,-8191.18287004,781.0,610,476410,40,475629,-8250.626740556978,0.001,88096.10326585757
11878,-8137.886458630001,781.0,611,477191,40,476410,-8188.00156112456,0.001,90794.25231324024
11899,-8065.389188249999,781.0,612,477972,40,477191,-8108.318957691461,0.001,105128.93980011104
11922,-8049.4699447,781.0,613,478753,40,477972,-8045.206950599192,0.001,83002.23428481488
11942,-7994.38300025,781.0,614,479534,40,478753,-7952.839640559979,0.001,95260.91289540778
11964,-7967.6504474799995,781.0,615,480315,40,479534,-7888.290661761764,0.001,81080.23921311069
11985,-7959.037934480001,781.0,616,481096,40,480315,-7833.911569202145,0.001,82738.48439594421
12007,-7917.575559340001,781.0,617,481877,40,481096,-7759.056681888204,0.001,75525.50272587228
12028,-7966.770180019999,781.0,618,482658,40,481877,-7691.4199343790015,0.001,86789.9228628161
12049,-7924.89762322,781.0,619,483439,40,482658,-7612.985423460507,0.001,82564.23195750765
12070,-7933.343537799999,781.0,620,484220,40,483439,-7573.937239291573,0.001,89300.44446113381
12091,-7957.950911079999,781.0,621,485001,40,484220,-7495.910313800416,0.001,82365.98957447633
12112,-7959.222468039999,781.0,622,485782,40,485001,-7416.422873444502,0.001,71048.13262759708
12133,-7938.64579601,781.0,623,486563,40,485782,-7345.716579930578,0.001,77839.57996105628
12154,-7949.9168921,781.0,624,487344,40,486563,-7269.011972581226,0.001,76783.24248259443
12175,-7929.65536369,781.0,625,488125,40,487344,-7222.8432242067465,0.001,53380.23491767365
12197,-7854.712790560001,781.0,626,488906,40,488125,-7145.6904315631,0.001,88930.55696072744
12218,-7839.06321105,781.0,627,489687,40,488906,-7091.628896871999,0.001,88161.31486950825
12239,-7824.45044141,781.0,628,490468,40,489687,-7027.962620538572,0.001,73978.99029626981
12260,-7801.60486683,781.0,629,491249,40,490468,-6981.77597331146,0.001,72772.30006133212
12281,-7784.86930566,781.0,630,492030,40,491249,-6932.630130391725,0.001,69210.84005944402
12302,-7809.152907309999,781.0,631,492811,40,492030,-6875.511015399928,0.001,62081.88959748369
12323,-7818.474798449997,781.0,632,493592,40,492811,-6823.066066766365,0.001,68128.31190137094
12344,-7817.514993159998,781.0,633,494373,40,493592,-6738.989584792133,0.001,81113.77595142946
12365,-7807.666133399999,781.0,634,495154,40,494373,-6675.5591351732555,0.001,64480.06085681793
12387,-7837.84812499,781.0,635,495935,40,495154,-6598.365945852673,0.001,80493.6191576617
12408,-7869.350158439999,781.0,636,496716,40,495935,-6506.17813075184,0.001,60616.88265197988
12428,-7848.081868909999,781.0,637,497497,40,496716,-6447.391902283731,0.001,61712.20699483209
12449,-7836.43279906,781.0,638,498278,40,497497,-6374.270776023327,0.001,61402.6669513932
12470,-7855.23934523,781.0,639,499059,40,498278,-6310.577014644687,0.001,44380.03117380374
12491,-7889.621774519998,781.0,640,499840,40,499059,-6218.078505746839,0.001,57227.22354247109
12515,-7870.621748909999,781.0,641,500621,40,499840,-6125.1659587317945,0.001,64822.58770017343
12536,-7817.048114029999,781.0,642,501402,39,500621,-6031.546164147528,0.001,53297.265144533754
12558,-7780.362724969999,781.0,643,502183,39,501402,-5949.076208761804,0.001,61805.49978024218
12579,-7739.738417479999,781.0,644,502964,39,502183,-5890.3773226182375,0.001,55039.10365004301
12600,-7695.153612209999,781.0,645,503745,39,502964,-5808.70634978193,0.001,42964.07203742697
12621,-7702.746031149998,781.0,646,504526,39,503745,-5729.505998794614,0.001,46433.69851071093
12642,-7705.64371832,781.0,647,505307,39,504526,-5659.614364096511,0.001,42584.90534228766
12663,-7682.117841359998,781.0,648,506088,39,505307,-5606.019785706426,0.001,44433.571611118685
12684,-7642.5737358100005,781.0,649,506869,39,506088,-5528.290859950184,0.001,48361.910912195024
12705,-7646.36932683,781.0,650,507650,39,506869,-5447.469182013244,0.001,48715.97810416521
12725,-7613.430391230001,781.0,651,508431,39,507650,-5395.7741583556735,0.001,44469.231324648885
12748,-7546.620192610001,781.0,652,509212,39,508431,-5343.333070332506,0.001,51150.45542089093
12769,-7493.397511260002,781.0,653,509993,39,509212,-5290.831139714709,0.001,51650.31127742127
12790,-7501.022577470001,781.0,654,510774,39,509993,-5236.985310299296,0.001,39944.27095842545
12811,-7476.212954990001,781.0,655,511555,39,510774,-5183.75361740757,0.001,54235.30294241032
12832,-7471.661967110001,781.0,656,512336,39,511555,-5135.135440841069,0.001,45683.48217140423
12853,-7427.991851929999,781.0,657,513117,39,512336,-5097.385629026288,0.001,37502.100847271126
12874,-7357.866290059999,781.0,658,513898,39,513117,-5054.354999849952,0.001,41194.27594666231
12895,-7295.952182149998,781.0,659,514679,39,513898,-5006.927288607354,0.001,37571.36333978436
12916,-7252.71127403,781.0,660,515460,39,514679,-4955.560367442582,0.001,41622.14530274688
12938,-7272.256743240001,781.0,661,516241,39,515460,-4900.5971323323465,0.001,41303.62415707402
12959,-7307.2440909100005,781.0,662,517022,39,516241,-4847.087814975792,0.001,39483.336010335806
12980,-7307.7138703,781.0,663,517803,39,517022,-4802.802948818622,0.001,31920.341069845475
13001,-7328.426976630001,781.0,664,518584,39,517803,-4748.563987350953,0.001,28265.67751813393
13022,-7305.22833556,781.0,665,519365,39,518584,-4712.882903779209,0.001,38285.309220278614
13042,-7302.88421811,781.0,666,520146,39,519365,-4659.591787496999,0.001,30748.63016477773
13064,-7347.32623706,781.0,667,520927,39,520146,-4613.603591899408,0.001,36613.76634202633
13084,-7337.63851998,781.0,668,521708,39,520927,-4568.8234359995195,0.001,36539.784637646546
13108,-7312.63708321,781.0,669,522489,39,521708,-4521.284928989777,0.001,37708.01704209409
13128,-7312.792034859999,781.0,670,523270,39,522489,-4476.007624002181,0.001,32472.784530581037
13150,-7344.398352480001,781.0,671,524051,39,523270,-4419.727841659331,0.001,30720.345947500075
13172,-7331.81605917,781.0,672,524832,39,524051,-4382.003431723151,0.001,30355.782242895853
13192,-7292.17606748,781.0,673,525613,39,524832,-4343.761890680018,0.001,33158.665763356774
13213,-7264.3031542300005,781.0,674,526394,39,525613,-4283.525552239216,0.001,27126.993294885615
13234,-7282.55485585,781.0,675,527175,39,526394,-4229.298945662612,0.001,25352.265258320163
13255,-7256.205538329999,781.0,676,527956,39,527175,-4185.664105951404,0.001,29417.428492898976
13276,-7289.370427900001,781.0,677,528737,39,527956,-4134.697705453245,0.001,23321.355815657884
13297,-7285.254117729999,781.0,678,529518,39,528737,-4072.554833796815,0.001,26859.034898433125
13318,-7361.8744416,781.0,679,530299,39,529518,-4023.69013865687,0.001,24791.38466512409
13340,-7382.313391649999,781.0,680,531080,39,530299,-3954.972295196963,0.001,25155.48438461245
13361,-7412.839903799999,781.0,681,531861,39,531080,-3920.3759299850954,0.001,25768.182150319353
13382,-7438.59238863,781.0,682,532642,39,531861,-3868.691693216829,0.001,21610.305832045942
13402,-7427.18752001,781.0,683,533423,39,532642,-3831.1400632577424,0.001,19318.98843524459
13423,-7422.44246579,781.0,684,534204,39,533423,-3769.381963478313,0.001,22752.660961898433
13444,-7438.92039361,781.0,685,534985,39,534204,-3714.8721544019086,0.001,21500.599435569384
13465,-7421.98862439,781.0,686,535766,39,534985,-3674.7613239361594,0.001,20646.219912012468
13487,-7448.69961029,781.0,687,536547,39,535766,-3641.1911499179737,0.001,23907.14239111203
13508,-7452.4136091,781.0,688,537328,39,536547,-3599.6285930247677,0.001,19684.31083290403
13529,-7434.56987241,781.0,689,538109,39,537328,-3553.493376317922,0.001,19466.906720931947
13549,-7391.496886430001,781.0,690,538890,39,538109,-3513.5037471365836,0.001,17697.589118908676
13570,-7374.450224370001,781.0,691,539671,39,538890,-3469.8487731699142,0.001,20409.57874218969
13591,-7329.9837538500005,781.0,692,540452,39,539671,-3430.497204105314,0.001,18473.809975754742
13612,-7329.31267291,781.0,693,541233,39,540452,-3390.623122836808,0.001,17697.933083391374
13633,-7322.44893038,781.0,694,542014,39,541233,-3341.4549715283893,0.001,21224.2099840699
13654,-7335.537896110001,781.0,695,542795,39,542014,-3300.380282940541,0.001,16706.562604877312
13675,-7357.77876554,781.0,696,543576,39,542795,-3263.300017568122,0.001,17567.426557865703
13696,-7374.3802242599995,781.0,697,544357,39,543576,-3214.5514427116677,0.001,17383.84502525183
13718,-7370.97619468,781.0,698,545138,39,544357,-3158.374378863736,0.001,18279.913197066813
13739,-7387.4851020999995,781.0,699,545919,39,545138,-3115.8092323918654,0.001,16670.529962361394
13761,-7402.13260445,781.0,700,546700,39,545919,-3086.6562534386003,0.001,17924.001593869412
13782,-7423.386660890002,781.0,701,547481,39,546700,-3053.1104916073145,0.001,13862.030780709201
13803,-7433.82325295,781.0,702,548262,39,547481,-3015.159558871339,0.001,17247.364247145022
13824,-7427.20437864,781.0,703,549043,39,548262,-2975.9794509242956,0.001,14841.433046387345
13845,-7380.897694919999,781.0,704,549824,39,549043,-2938.527971138264,0.001,17755.355691829198
13866,-7353.40973383,781.0,705,550605,39,549824,-2912.0765579360395,0.001,13497.474106675074
13887,-7355.523018069999,781.0,706,551386,39,550605,-2881.084172872819,0.001,14619.320921015038
13908,-7327.65128803,781.0,707,552167,39,551386,-2850.6837819352195,0.001,15561.9518984747
13929,-7348.08958648,781.0,708,552948,39,552167,-2810.332798995679,0.001,13473.934836374203
13949,-7335.166269080001,781.0,709,553729,39,552948,-2769.9680210167253,0.001,12371.618049142913
13970,-7314.829382030001,781.0,710,554510,39,553729,-2723.2041165673018,0.001,14176.063351952313
13991,-7312.916683060001,781.0,711,555291,39,554510,-2690.9185689420615,0.001,11188.482677777201
14012,-7307.764080080001,781.0,712,556072,39,555291,-2651.3687651923615,0.001,12346.798627943754
14033,-7322.32055684,781.0,713,556853,39,556072,-2614.41660175006,0.001,11677.564074878961
14054,-7329.98344407,781.0,714,557634,39,556853,-2572.476006384543,0.001,11699.172798264195
14075,-7336.4785003199995,781.0,715,558415,39,557634,-2536.9587658675778,0.001,12031.335066479085
14096,-7337.77851039,781.0,716,559196,39,558415,-2510.1921030354715,0.001,10867.30880084752
14117,-7336.341761480001,781.0,717,559977,39,559196,-2479.0870156575106,0.001,10875.16029766244
14137,-7298.587980120001,781.0,718,560758,39,559977,-2444.0803891620317,0.001,11239.247969193892
14158,-7327.11588906,781.0,719,561539,39,560758,-2423.719746568902,0.001,9791.481160260346
14179,-7301.3479482,781.0,720,562320,39,561539,-2396.3979348391485,0.001,9344.297234958936
14199,-7272.9977434,781.0,721,563101,39,562320,-2367.2452397267125,0.001,9620.245020555016
14221,-7261.24220035,781.0,722,563882,39,563101,-2342.36376953125,0.001,10281.298623137529
14241,-7254.29172175,781.0,723,564663,39,563882,-2314.697228112996,0.001,11589.90933266614
14262,-7269.052288899999,781.0,724,565444,39,564663,-2280.9682367107475,0.001,8651.33465474577
14283,-7251.742804269999,781.0,725,566225,39,565444,-2249.4396025478154,0.001,10623.2090970087
14306,-7270.902079079999,781.0,726,567006,39,566225,-2223.730880756842,0.001,7084.449003583491
14327,-7290.81264364,781.0,727,567787,39,567006,-2195.982975958557,0.001,8981.0109865235
14349,-7326.465058610001,781.0,728,568568,39,567787,-2170.6171443611956,0.001,7803.060973964793
14370,-7351.74268798,781.0,729,569349,39,568568,-2142.7049105713827,0.001,9268.632711510652
14392,-7342.64663768,781.0,730,570130,39,569349,-2129.388239705456,0.001,8431.994362727322
14412,-7310.383697900001,781.0,731,570911,39,570130,-2106.735654784531,0.001,7460.887356161003
14433,-7277.56723236,781.0,732,571692,39,570911,-2076.976044521747,0.001,8594.868422719488
14454,-7251.665408899999,781.0,733,572473,39,571692,-2043.1288162211908,0.001,7748.267364326116
14475,-7239.51265113,781.0,734,573254,39,572473,-2017.277578668924,0.001,6744.630377091763
14495,-7199.4921849600005,781.0,735,574035,39,573254,-1988.9784787381961,0.001,6305.758457940916
14516,-7166.640021640001,781.0,736,574816,39,574035,-1959.3093790012804,0.001,6511.525182941354
14537,-7130.058002270001,781.0,737,575597,39,574816,-1929.4152952382262,0.001,7296.708077287857
14558,-7142.95380706,781.0,738,576378,39,575597,-1916.1697036801777,0.001,7197.661066228693
14579,-7123.63852495,781.0,739,577159,39,576378,-1908.3154137448985,0.001,6781.092010927872
14600,-7093.431098949999,781.0,740,577940,39,577159,-1876.6459692101473,0.001,7496.0389392379
14621,-7131.870306589999,781.0,741,578721,39,577940,-1865.57783053077,0.001,6629.704434032172
14641,-7144.910756049999,781.0,742,579502,39,578721,-1840.6377579888065,0.001,6588.017496184717
14663,-7147.949953799998,781.0,743,580283,39,579502,-1816.3938338393286,0.001,5989.132370815692
14684,-7142.50020332,781.0,744,581064,39,580283,-1785.9593596513384,0.001,5983.8617600796315
14704,-7167.829062729999,781.0,745,581845,39,581064,-1766.646748522027,0.001,6172.127700414914
14725,-7176.394851950001,781.0,746,582626,39,581845,-1749.4048523652568,0.001,6678.286070351106
14746,-7119.948769410001,781.0,747,583407,39,582626,-1727.7508333916853,0.001,6450.9553883414565
14768,-7101.097923460002,781.0,748,584188,39,583407,-1695.6816482837007,0.001,5959.8010334010005
14793,-7116.087657480001,781.0,749,584969,39,584188,-1659.288632206056,0.001,5981.230965451913
14814,-7092.271473390001,781.0,750,585750,39,584969,-1625.3245486993337,0.001,5023.083181852568
14834,-7129.719462920001,781.0,751,586531,39,585750,-1597.4115693584447,0.001,5890.8983572008665
14855,-7136.625760520002,781.0,752,587312,39,586531,-1572.5930913517325,0.001,5161.667510830028
14876,-7172.67215131,781.0,753,588093,39,587312,-1546.3469091359234,0.001,4610.678874544542
14897,-7138.479124640001,781.0,754,588874,39,588093,-1519.8018322113076,0.001,5539.6327063527515
14919,-7114.67605849,781.0,755,589655,39,588874,-1492.2654741704846,0.001,4695.817951275658
14941,-7064.292815090001,781.0,756,590436,39,589655,-1466.552022741027,0.001,3661.9264686183956
14962,-7036.6678758200005,781.0,757,591217,39,590436,-1440.2859693226833,0.001,4036.8013550468963
14983,-7068.283623899999,781.0,758,591998,39,591217,-1417.838848587798,0.001,4227.836629108033
15003,-7095.76251051,781.0,759,592779,39,591998,-1397.3873895896686,0.001,4184.082225472307
15024,-7106.30954034,781.0,760,593560,39,592779,-1372.0785770196462,0.001,4403.856874238819
15045,-7133.43917827,781.0,761,594341,39,593560,-1339.941241353483,0.001,3836.1941489440683
15066,-7073.59859089,781.0,762,595122,39,594341,-1311.329891190181,0.001,3397.6413947775786
15087,-7062.996209410001,781.0,763,595903,39,595122,-1280.9721759400509,0.001,3097.958753852014
15108,-7074.61267912,781.0,764,596684,39,595903,-1256.239559315231,0.001,3997.7222481897334
15129,-7108.242795770001,781.0,765,597465,39,596684,-1231.3846138576844,0.001,2544.801453437756
15150,-7084.68126234,781.0,766,598246,39,597465,-1204.6766338665873,0.001,3151.0442060990767
15171,-7026.117971159999,781.0,767,599027,39,598246,-1183.2958960929998,0.001,2931.901434044832
15192,-7003.599379179998,781.0,768,599808,39,599027,-1156.830988025543,0.001,4013.5161914507953
15212,-7006.228188779999,781.0,769,600589,39,599808,-1145.8944784205946,0.001,2858.9697690565667
15233,-7029.158583549999,781.0,770,601370,39,600589,-1128.1729655833617,0.001,2959.4860799205744
15254,-6998.365356399999,781.0,771,602151,39,601370,-1113.459160759568,0.001,2523.7400673293578
15275,-7006.0013063999995,781.0,772,602932,39,602151,-1103.0022685384322,0.001,2443.245547178613
15296,-7014.687985649999,781.0,773,603713,39,602932,-1099.1656500392626,0.001,2471.153030004758
15318,-7020.528029199999,781.0,774,604494,39,603713,-1093.115419512369,0.001,3069.9513713919705
15339,-7014.961686459998,781.0,775,605275,39,604494,-1081.3371367118727,0.001,3658.5983411566704
15360,-7042.75065854,781.0,776,606056,39,605275,-1070.0510515708777,0.001,2909.8127597706266
15381,-7018.54917919,781.0,777,606837,39,606056,-1045.1502670698374,0.001,2565.993694407992
15401,-7009.775119589999,781.0,778,607618,39,606837,-1030.5154821417855,0.001,2213.4867517273497
15422,-6979.593469859999,781.0,779,608399,39,607618,-1011.6736545538322,0.001,2295.6907951267062
15443,-7001.269610339999,781.0,780,609180,39,608399,-998.1158581683638,0.001,2871.295478615657
15464,-6971.58532523,781.0,781,609961,39,609180,-979.7926898326215,0.001,1943.5750085437496
15485,-6941.01485999,781.0,782,610742,39,609961,-970.0736557573423,0.001,2293.5154813505164
15507,-6916.29732781,781.0,783,611523,39,610742,-948.4268992640145,0.001,2057.7834173732467
15528,-6916.73905304,781.0,784,612304,39,611523,-939.3978350415883,0.001,2331.0077095862084
15549,-6904.7660946800015,781.0,785,613085,39,612304,-921.4938095815661,0.001,2079.8797350796785
15570,-6917.752345400001,781.0,786,613866,39,613085,-904.0882337035351,0.001,2367.233642890725
15591,-6879.235589310002,781.0,787,614647,39,613866,-888.8646927172946,0.001,1850.6059899617096
15612,-6846.70921814,781.0,788,615428,39,614647,-876.0279810633152,0.001,2026.5207235749033
15632,-6818.532220579999,781.0,789,616209,39,615428,-872.06767618763,0.001,2198.340674904641
15653,-6822.379870559999,781.0,790,616990,39,616209,-866.3182687209908,0.001,1632.3799517896507
15675,-6869.01166416,781.0,791,617771,39,616990,-855.6124238662622,0.001,1875.0180416424662
15696,-6860.186985459999,781.0,792,618552,39,617771,-845.819979737266,0.001,1880.0099722438524
15716,-6866.2554439,781.0,793,619333,39,618552,-831.0059386972581,0.001,1727.8991455781475
15737,-6885.896700359998,781.0,794,620114,39,619333,-830.4714391417754,0.001,2004.232240742819
15758,-6873.893545509999,781.0,795,620895,39,620114,-821.1697246243798,0.001,1852.8037939230398
15779,-6862.175695949999,781.0,796,621676,39,620895,-824.117070509438,0.001,1840.042182346007
15799,-6827.8090102,781.0,797,622457,39,621676,-820.9499562516255,0.001,1882.8740202040435
15821,-6842.388139209998,781.0,798,623238,39,622457,-809.2319214804987,0.001,2274.1349859689476
15841,-6826.169849249999,781.0,799,624019,39,623238,-799.3344184982944,0.001,2219.133134546414
15863,-6832.8915622899995,781.0,800,624800,39,624019,-796.8364284383503,0.001,1843.668655581114
15884,-6841.465421619999,781.0,801,625581,39,624800,-794.0100547800296,0.001,1949.7691338181344
15905,-6863.469655899999,781.0,802,626362,39,625581,-792.4606398266195,0.001,1930.218963652353
15925,-6882.334730769999,781.0,803,627143,39,626362,-776.7013492755182,0.001,1745.7439628337318
15946,-6940.52063721,781.0,804,627924,39,627143,-761.3658744235655,0.001,1511.029780252337
15967,-6967.90803326,781.0,805,628705,39,627924,-745.3128185394327,0.001,1977.3188664513268
15987,-6971.8734552099995,781.0,806,629486,39,628705,-729.7051180596541,0.001,1900.3532766129692
16008,-6985.26834482,781.0,807,630267,39,629486,-710.3292437173645,0.001,1785.7387350182528
16029,-6988.904214029999,781.0,808,631048,39,630267,-702.8072601982634,0.001,1669.3521152061628
16051,-6975.25115165,781.0,809,631829,39,631048,-689.6311505619299,0.001,1653.910451705874
16072,-6954.49213822,781.0,810,632610,39,631829,-681.9874104244608,0.001,1115.5307580554684
16092,-6935.418491209999,781.0,811,633391,39,632610,-670.361953129689,0.001,1679.264007705122
16116,-6964.79357738,781.0,812,634172,39,633391,-661.7515487768586,0.001,1170.4537739869727
16137,-6937.317460539999,781.0,813,634953,39,634172,-651.5918983527854,0.001,1345.759658715789
16158,-6906.3760587199995,781.0,814,635734,39,634953,-647.2561381360786,0.001,1360.745635839797
16179,-6877.87128808,781.0,815,636515,39,635734,-640.1777936127061,0.001,1107.991058867353
16200,-6853.51960512,781.0,816,637296,39,636515,-633.4466792654899,0.001,1342.5113160625463
16222,-6824.130556710001,781.0,817,638077,39,637296,-624.1041904112441,0.001,1426.079055190239
16243,-6798.5695865200005,781.0,818,638858,39,638077,-616.6184717000065,0.001,1083.6848889203138
16264,-6734.12844926,781.0,819,639639,39,638858,-608.1455729505317,0.001,1199.4649287772088
16284,-6683.10955017,781.0,820,640420,39,639639,-607.4604968511799,0.001,1240.6212798056315
16305,-6662.233936520001,781.0,821,641201,39,640420,-600.5123847052932,0.001,899.9569856006266
16326,-6635.7046074,781.0,822,641982,39,641201,-593.5291976635648,0.001,1495.4586826280504
16347,-6605.00501194,781.0,823,642763,39,641982,-587.1986586488927,0.001,1135.070174448011
16368,-6568.89129765,781.0,824,643544,39,642763,-583.1751523768856,0.001,1262.0427300505694
16389,-6598.71503987,781.0,825,644325,39,643544,-584.4404330088753,0.001,1393.448338263166
16410,-6626.72934639,781.0,826,645106,39,644325,-578.6471544722436,0.001,1256.942036901027
16431,-6582.62511223,781.0,827,645887,39,645106,-574.5889226740056,0.001,1232.7220199330973
16452,-6520.90448948,781.0,828,646668,39,645887,-569.4455908703285,0.001,1094.7315672362813
16473,-6480.02581273,781.0,829,647449,39,646668,-558.6435598063255,0.001,1181.8688155014293
16494,-6483.205388429999,781.0,830,648230,39,647449,-556.2257099615628,0.001,905.2654588433143
16515,-6479.9513026800005,781.0,831,649011,39,648230,-559.6149026672911,0.001,1368.3289413061398
16536,-6499.189007260001,781.0,832,649792,39,649011,-554.5832253430473,0.001,1090.4883054765025
16557,-6493.85746999,781.0,833,650573,39,649792,-550.7038428859735,0.001,1427.0534227886517
16578,-6490.152873120001,781.0,834,651354,39,650573,-540.0453188770407,0.001,1124.382485891579
16600,-6488.11286147,781.0,835,652135,39,651354,-533.2394440439691,0.001,1183.826977269445
16620,-6500.37653004,781.0,836,652916,39,652135,-534.31352435123,0.001,1147.462057575221
16641,-6537.5673362,781.0,837,653697,39,652916,-529.0981412098747,0.001,1391.4662714236524
16662,-6533.590770299999,781.0,838,654478,39,653697,-520.1299137989781,0.001,1261.8176292976252
16682,-6489.538909789999,781.0,839,655259,39,654478,-511.62381985672914,0.001,1314.603721081371
16705,-6463.90907134,781.0,840,656040,39,655259,-501.84499281957727,0.001,1302.6762175419572
16726,-6405.12314883,781.0,841,656821,39,656040,-491.9159855372469,0.001,1230.9336414801173
16747,-6379.3136156400005,781.0,842,657602,39,656821,-486.0824792449209,0.001,1174.7886111641662
16770,-6379.26095698,781.0,843,658383,39,657602,-478.4222356232119,0.001,967.016247767645
16790,-6379.93377285,781.0,844,659164,39,658383,-472.51903038659873,0.001,1158.4192848547473
16812,-6329.55942117,781.0,845,659945,39,659164,-471.19316259327985,0.001,1066.0276589582886
16832,-6292.68260274,781.0,846,660726,39,659945,-463.7514381164473,0.001,1134.9564990875206
16853,-6318.8706461,781.0,847,661507,39,660726,-451.3739325490407,0.001,1046.7877722238304
16873,-6337.3425939300005,781.0,848,662288,39,661507,-442.3115462182273,0.001,1151.4635029010064
16894,-6305.520001450001,781.0,849,663069,39,662288,-431.54214000824015,0.001,911.0133557142583
16915,-6287.57454404,781.0,850,663850,39,663069,-420.60048867981504,0.001,831.2414547948313
16936,-6243.67270788,781.0,851,664631,39,663850,-411.86351347274876,0.001,913.9476530243584
16957,-6267.622535889998,781.0,852,665412,39,664631,-401.16202395704124,0.001,808.8901909597399
16978,-6217.429873919999,781.0,853,666193,39,665412,-386.31027975827266,0.001,833.7832535268708
16999,-6222.273629769999,781.0,854,666974,39,666193,-375.4565773547535,0.001,823.4429852464898
17020,-6203.988099189999,781.0,855,667755,39,666974,-360.7351125016255,0.001,565.6699074025954
17040,-6206.4106369,781.0,856,668536,39,667755,-350.1123114279382,0.001,629.6044970425693
17061,-6204.106790719999,781.0,857,669317,39,668536,-337.1383063869501,0.001,1045.0461740335031
17082,-6137.9894009399995,781.0,858,670098,39,669317,-335.70443223472137,0.001,725.5077583664663
17103,-6089.95920919,781.0,859,670879,39,670098,-325.3844221947898,0.001,629.1214970284632
17124,-6086.83034806,781.0,860,671660,39,670879,-313.5062901573816,0.001,805.4047048913075
17146,-6019.819720480001,781.0,861,672441,39,671660,-304.5084924636821,0.001,764.72437196016
17167,-6026.60470012,781.0,862,673222,39,672441,-303.4217156912087,0.001,645.6373160309737
17187,-6038.75761698,781.0,863,674003,39,673222,-296.911743378975,0.001,597.5739420452435
17208,-6009.818774600001,781.0,864,674784,39,674003,-301.90631296936897,0.001,649.6391798793583
17229,-5977.355241340002,781.0,865,675565,39,674784,-303.4841962513942,0.001,673.3629399835681
17250,-5957.538879780001,781.0,866,676346,39,675565,-302.73085334572687,0.001,739.5109167160053
17271,-5975.974402760001,781.0,867,677127,39,676346,-292.8039590637754,0.001,709.0595143277881
17292,-5952.4202446,781.0,868,677908,39,677127,-287.4351076524175,0.001,616.8407266497154
17315,-5937.5671947,781.0,869,678689,39,677908,-278.9998509679347,0.001,652.5960477665353
17336,-5909.61450276,781.0,870,679470,39,678689,-274.184741246105,0.001,631.5839228855968
17357,-5926.436449930001,781.0,871,680251,39,679470,-272.32604028992404,0.001,619.305166481399
17378,-5918.0562644599995,781.0,872,681032,39,680251,-265.8299199884588,0.001,917.837649151244
17399,-5918.24510918,781.0,873,681813,39,681032,-255.17904618149683,0.001,717.4010707742884
17419,-5912.288611530001,781.0,874,682594,39,681813,-245.4037621238015,0.001,435.8278617663512
17440,-5884.734121019999,781.0,875,683375,39,682594,-236.48393010177318,0.001,679.3693742691021
17461,-5863.8196786299995,781.0,876,684156,39,683375,-226.732114335181,0.001,504.3848399847326
17483,-5876.7416533,781.0,877,684937,39,684156,-217.05027932180485,0.001,375.9697766175801
17504,-5873.01540974,781.0,878,685718,39,684937,-216.89132489193418,0.001,627.5693250306895
17525,-5832.73042781,781.0,879,686499,39,685718,-221.0265444024119,0.001,550.473898688596
17546,-5766.56235611,781.0,880,687280,39,686499,-223.72525386834724,0.001,634.8326033862086
17567,-5753.6164460400005,781.0,881,688061,39,687280,-227.31557901262778,0.001,568.190656840267
17588,-5735.870390430001,781.0,882,688842,39,688061,-219.43770854329637,0.001,614.727438708121
17608,-5768.9893926,781.0,883,689623,39,688842,-213.27078254396875,0.001,584.2779288786475
17629,-5753.438245390001,781.0,884,690404,39,689623,-212.3285797890872,0.001,592.6952753592087
17650,-5757.29610746,781.0,885,691185,39,690404,-211.0628903153306,0.001,535.420585212268
