time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/total_timesteps,time/fps,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss
5498,-8296.01248499,781.0,293,228833,41,228052,-51800.43057778489,0.001,3580487.6541593308
5517,-8304.534813420001,781.0,294,229614,41,228833,-51246.49760923495,0.001,3156680.6984585067
5536,-8310.91441652,781.0,295,230395,41,229614,-50841.99246258803,0.001,3294289.2728323066
5555,-8322.712846999999,781.0,296,231176,41,230395,-50384.15147347151,0.001,3183170.3705585785
5574,-8312.59410717,781.0,297,231957,41,231176,-49842.65634002881,0.001,3462310.8406790174
5594,-8287.48066681,781.0,298,232738,41,231957,-49412.259217949744,0.001,3152711.895231474
5613,-8292.80014356,781.0,299,233519,41,232738,-48875.35276788572,0.001,2935282.047130082
5632,-8243.879337319999,781.0,300,234300,41,233519,-48482.24540352913,0.001,2803372.844615277
5652,-8266.06182564,781.0,301,235081,41,234300,-48178.89930277689,0.001,2382430.277043654
5671,-8282.91314297,781.0,302,235862,41,235081,-47806.52431278009,0.001,2891677.7911081547
5690,-8279.06739156,781.0,303,236643,41,235862,-47500.2909881162,0.001,2781630.3002210706
5710,-8246.50865123,781.0,304,237424,41,236643,-47063.3075784251,0.001,2743238.4537802096
5729,-8257.083595810001,781.0,305,238205,41,237424,-46736.02365256882,0.001,2786427.0325954305
5748,-8254.50234169,781.0,306,238986,41,238205,-46376.813615356914,0.001,1921859.3034521046
5768,-8255.813236099999,781.0,307,239767,41,238986,-46040.0097581226,0.001,2392348.6413552337
5787,-8290.41400535,781.0,308,240548,41,239767,-45744.46933018566,0.001,2499247.132222311
5806,-8345.76850628,781.0,309,241329,41,240548,-45368.5429337388,0.001,2271919.5994518246
5825,-8370.479724989998,781.0,310,242110,41,241329,-45012.38244238156,0.001,2687229.874289773
5845,-8400.19995246,781.0,311,242891,41,242110,-44647.32199803937,0.001,2242213.036216589
5864,-8393.27131526,781.0,312,243672,41,242891,-44278.1611065541,0.001,2246288.5235225274
5883,-8353.8947522,781.0,313,244453,41,243672,-43941.36023027369,0.001,2191914.7916233195
5904,-8395.89504769,781.0,314,245234,41,244453,-43610.71756462068,0.001,2254746.805310199
5924,-8427.373051420002,781.0,315,246015,41,245234,-43313.9912121879,0.001,2649387.8151608515
5943,-8413.188137020003,781.0,316,246796,41,246015,-42995.11961327625,0.001,1934343.0757767486
5963,-8465.288845710002,781.0,317,247577,41,246796,-42772.22185599392,0.001,1899557.1424380802
5983,-8484.87417176,781.0,318,248358,41,247577,-42478.59653088988,0.001,1975875.866087148
6002,-8425.979741220002,781.0,319,249139,41,248358,-42218.60148247439,0.001,2279318.099011684
6022,-8377.831964810002,781.0,320,249920,41,249139,-41916.78396586908,0.001,2374962.744918374
6041,-8318.615699420001,781.0,321,250701,41,249920,-41646.264474631884,0.001,2175011.237090869
6060,-8289.31331908,781.0,322,251482,41,250701,-41372.81778669174,0.001,2084507.767590629
6079,-8266.92130304,781.0,323,252263,41,251482,-41061.72376660531,0.001,2045485.28068732
6099,-8236.934456769999,781.0,324,253044,41,252263,-40728.84162932138,0.001,2186490.4842024446
6119,-8235.60316727,781.0,325,253825,41,253044,-40398.8359324984,0.001,2347057.641550296
6139,-8202.517485069999,781.0,326,254606,41,253825,-40105.76246899008,0.001,2031335.4942431578
6158,-8195.10386825,781.0,327,255387,41,254606,-39797.02402268726,0.001,2127602.0894861356
6177,-8257.204798189998,781.0,328,256168,41,255387,-39476.57460887484,0.001,1931255.4305227674
6197,-8304.53983167,781.0,329,256949,41,256168,-39260.98546534891,0.001,1828566.2829305378
6216,-8311.367242799999,781.0,330,257730,41,256949,-38966.21414852753,0.001,1964117.0847321143
6235,-8250.319002839999,781.0,331,258511,41,257730,-38756.526213388286,0.001,1960600.1461792774
6255,-8209.79971364,781.0,332,259292,41,258511,-38676.268205825865,0.001,1807867.3303807217
6274,-8151.771779379999,781.0,333,260073,41,259292,-38466.17933238636,0.001,1786368.1799175737
6293,-8116.06357899,781.0,334,260854,41,260073,-38375.09022887324,0.001,1439310.9199043694
6312,-8099.1242938,781.0,335,261635,41,260854,-38202.67439580666,0.001,1681293.5702099672
6332,-8084.581970209999,781.0,336,262416,41,261635,-38088.72291133163,0.001,1597603.7598631561
6351,-8049.050570589999,781.0,337,263197,41,262416,-37882.50810259283,0.001,1692161.391877901
6370,-8041.390466769999,781.0,338,263978,41,263197,-37799.538957466386,0.001,1834906.4408960869
6389,-8034.667024309998,781.0,339,264759,41,263978,-37752.4638784411,0.001,1604582.8076109355
6408,-8029.577282519999,781.0,340,265540,41,264759,-37714.62949143726,0.001,1763047.7005541774
6428,-8026.4599083699995,781.0,341,266321,41,265540,-37606.18130801857,0.001,1830512.6316496278
6447,-8080.038003149999,781.0,342,267102,41,266321,-37407.17932238316,0.001,1874870.8549485835
6466,-8162.3797012099985,781.0,343,267883,41,267102,-37432.23278449104,0.001,1653774.8153434098
6485,-8164.751073419999,781.0,344,268664,41,267883,-37412.07019746319,0.001,1606562.9724036693
6507,-8164.972280869999,781.0,345,269445,41,268664,-37272.59020886684,0.001,1855854.2661501681
6525,-8170.50155697,781.0,346,270226,41,269445,-37126.20579085307,0.001,1317576.7600332107
6544,-8197.44365241,781.0,347,271007,41,270226,-37108.717634643086,0.001,1825614.8667323543
6564,-8204.39346744,781.0,348,271788,41,271007,-36977.99567361556,0.001,1658286.221568402
6583,-8240.111114190002,781.0,349,272569,41,271788,-36793.526903609156,0.001,1437935.7906505081
6602,-8234.968103760002,781.0,350,273350,41,272569,-36685.85490356914,0.001,1718228.9856879201
6621,-8212.94298957,781.0,351,274131,41,273350,-36535.31608614757,0.001,1471669.2594230154
6641,-8226.63157391,781.0,352,274912,41,274131,-36379.881712147886,0.001,1815719.1894606275
6660,-8215.597130560001,781.0,353,275693,41,274912,-36207.06946222791,0.001,1664647.6854493439
6679,-8229.508846409999,781.0,354,276474,41,275693,-36050.775648207426,0.001,1475907.2721170774
6699,-8247.276444750001,781.0,355,277255,41,276474,-35908.88624859955,0.001,1543095.493550436
6718,-8266.64166855,781.0,356,278036,41,277255,-35817.03734695102,0.001,1653339.956893706
6737,-8237.91824903,781.0,357,278817,41,278036,-35765.446687940144,0.001,1306286.9897167094
6756,-8243.21785353,781.0,358,279598,41,278817,-35685.27914432618,0.001,1516992.049680898
6775,-8207.985710480001,781.0,359,280379,41,279598,-35523.08938360275,0.001,1433910.266175176
6794,-8273.914341110001,781.0,360,281160,41,280379,-35477.604535951505,0.001,1296031.8260643405
6813,-8254.056571300001,781.0,361,281941,41,281160,-35362.30907890525,0.001,1293275.4838598352
6833,-8283.828749670001,781.0,362,282722,41,281941,-35327.37508002561,0.001,1423121.8481789173
6852,-8269.38391839,781.0,363,283503,41,282722,-35173.65742537612,0.001,1302645.5920994717
6872,-8228.16651265,781.0,364,284284,41,283503,-35062.168423895644,0.001,1556371.2519006082
6891,-8221.689250049998,781.0,365,285065,41,284284,-34939.76905359715,0.001,1668837.9366797374
6910,-8194.622529629998,781.0,366,285846,41,285065,-34842.94317181498,0.001,1278312.141037632
6929,-8116.870134269999,781.0,367,286627,41,285846,-34733.670354513444,0.001,1196869.4034791132
6948,-8110.751341859998,781.0,368,287408,41,286627,-34566.698270946705,0.001,1745173.9792258523
6967,-8082.3447320899995,781.0,369,288189,41,287408,-34355.763799415814,0.001,1420364.5098381483
6986,-8081.02021238,781.0,370,288970,41,288189,-34151.241907410375,0.001,1144355.1139914773
7005,-8081.832328130001,781.0,371,289751,41,288970,-34018.078977772886,0.001,1229747.19259413
7025,-8018.73694778,781.0,372,290532,41,289751,-33922.047415172856,0.001,1235452.066858895
7044,-8032.4347474900005,781.0,373,291313,41,290532,-33685.508230133644,0.001,1438048.7540287892
7064,-7985.876040340001,781.0,374,292094,41,291313,-33551.105631302016,0.001,1394823.3761228593
7083,-7996.43178138,781.0,375,292875,41,292094,-33345.51990136844,0.001,1041621.61012524
7103,-7992.122406529999,781.0,376,293656,41,292875,-33176.39320082426,0.001,1341130.4935229274
7124,-7975.423186239999,781.0,377,294437,41,293656,-33023.2383087588,0.001,1494941.7184549056
7143,-7986.23564907,781.0,378,295218,41,294437,-32864.471825984314,0.001,1508779.4962713069
7163,-8003.604902969999,781.0,379,295999,41,295218,-32736.16071893006,0.001,1061680.028631662
7183,-8025.528590879998,781.0,380,296780,41,295999,-32609.4101612516,0.001,1353220.9512068862
7202,-8011.995566989999,781.0,381,297561,41,296780,-32482.33782060259,0.001,1291080.9682548416
7221,-8026.954080279999,781.0,382,298342,41,297561,-32295.73194672295,0.001,1172898.77324994
7241,-8058.614520579999,781.0,383,299123,41,298342,-32051.230333706786,0.001,1196185.8042223512
7261,-8046.38751827,781.0,384,299904,41,299123,-31892.73945662612,0.001,1104585.2553267046
7280,-8072.2433684,781.0,385,300685,41,299904,-31740.539990296897,0.001,1112510.2491422256
7299,-8096.88867862,781.0,386,301466,41,300685,-31490.206113456305,0.001,1140720.1414152528
7318,-8110.24511768,781.0,387,302247,41,301466,-31330.791275708227,0.001,1007701.0928172015
7337,-8103.72403194,781.0,388,303028,41,302247,-31136.994093109795,0.001,1150974.891859145
7356,-8118.54488991,781.0,389,303809,41,303028,-30903.945730133644,0.001,1162378.8644866357
7376,-8133.055533379999,781.0,390,304590,41,303809,-30696.957008742796,0.001,1012213.886706246
7395,-8139.76772067,781.0,391,305371,41,304590,-30486.16836887804,0.001,1135516.189403109
7414,-8150.995947689999,781.0,392,306152,41,305371,-30289.553759703103,0.001,1095464.6420729633
7434,-8103.529001409999,781.0,393,306933,41,306152,-30032.26153619158,0.001,1055795.1141152668
7454,-8111.34199231,781.0,394,307714,41,306933,-29917.55557028249,0.001,1158582.250400128
7473,-8093.10554534,781.0,395,308495,41,307714,-29617.30869878361,0.001,1170200.6175051017
7492,-8092.192959600001,781.0,396,309276,41,308495,-29299.374252260724,0.001,915675.53878116
7512,-8064.70006165,781.0,397,310057,41,309276,-29197.002880921897,0.001,1134212.015574984
7531,-8088.961394239999,781.0,398,310838,41,310057,-29003.38075684219,0.001,1127282.650286842
7551,-8112.436012300001,781.0,399,311619,41,310838,-28756.036871798977,0.001,1100666.5438577845
7571,-8199.58244743,781.0,400,312400,41,311619,-28586.53408590749,0.001,875794.2962960647
7594,-8249.363099740001,781.0,401,313181,41,312400,-28377.73944662292,0.001,1006393.3873839629
7614,-8230.41334909,781.0,402,313962,41,313181,-28301.874339788734,0.001,893384.40700024
7634,-8228.00299701,781.0,403,314743,41,313962,-28102.17510103233,0.001,1119982.2601920115
7653,-8282.26150466,781.0,404,315524,41,314743,-27950.34499539853,0.001,960472.6167798695
7672,-8245.50438793,781.0,405,316305,41,315524,-27805.8027293734,0.001,1081734.9232529409
7691,-8259.28711842,781.0,406,317086,41,316305,-27612.72869318182,0.001,1008368.1577304738
7712,-8350.333359119999,781.0,407,317867,41,317086,-27416.631404549455,0.001,1191336.5881582107
7732,-8338.56112606,781.0,408,318648,41,317867,-27215.979528449105,0.001,915437.6641337728
7751,-8323.797949959999,781.0,409,319429,41,318648,-27058.862763584348,0.001,805730.3820435039
7771,-8332.19282079,781.0,410,320210,41,319429,-26881.191171174774,0.001,968418.1125322604
7791,-8348.0278327,781.0,411,320991,41,320210,-26759.659793633964,0.001,927093.7006166973
7811,-8331.336080219999,781.0,412,321772,41,320991,-26565.38594850352,0.001,928422.9552756882
7830,-8415.69514375,781.0,413,322553,41,321772,-26384.903686679736,0.001,871855.75431263
7850,-8391.73476777,781.0,414,323334,41,322553,-26273.760695922694,0.001,897388.1055112636
7869,-8432.31461122,781.0,415,324115,41,323334,-26100.825724231756,0.001,855001.9142388065
7888,-8484.616853630001,781.0,416,324896,41,324115,-25931.053867237515,0.001,856494.9530224672
7908,-8448.90397185,781.0,417,325677,41,324896,-25835.18692981754,0.001,875817.403246539
7927,-8355.69262564,781.0,418,326458,41,325677,-25645.09386253601,0.001,733347.1802526809
7948,-8346.68852951,781.0,419,327239,41,326458,-25489.682645946705,0.001,889382.6198633562
7968,-8367.25601347,781.0,420,328020,41,327239,-25296.700341609314,0.001,848849.6296539892
7988,-8376.00350554,781.0,421,328801,41,328020,-25164.53456356034,0.001,726885.4973103893
8008,-8390.53991042,781.0,422,329582,41,328801,-25019.093209827144,0.001,773136.9387128882
8028,-8399.24516125,781.0,423,330363,41,329582,-24918.97958346671,0.001,707673.5230461247
8048,-8410.227026560002,781.0,424,331144,41,330363,-24739.612250920294,0.001,814161.9326109355
8067,-8452.383076700002,781.0,425,331925,41,331144,-24598.993400388124,0.001,814548.9133685279
8087,-8522.223781940002,781.0,426,332706,41,331925,-24465.697615737037,0.001,758918.5432238316
8106,-8580.41673097,781.0,427,333487,41,332706,-24423.761691241198,0.001,626868.1637611536
8126,-8538.38115191,781.0,428,334268,41,333487,-24301.49239006482,0.001,724696.2876220391
8146,-8506.497733279999,781.0,429,335049,41,334268,-24207.099824443823,0.001,748247.8811232094
8166,-8507.88265243,781.0,430,335830,41,335049,-24050.855971410852,0.001,676380.3195897688
8186,-8512.392024570001,781.0,431,336611,41,335830,-23905.744183138606,0.001,672528.5573183419
8206,-8533.27670955,781.0,432,337392,41,336611,-23777.600174555857,0.001,711127.0971598411
8226,-8601.277639670001,781.0,433,338173,41,337392,-23662.58389434619,0.001,706914.7594042594
8245,-8568.327591570001,781.0,434,338954,41,338173,-23502.953165012805,0.001,678892.9430055118
8265,-8560.01494998,781.0,435,339735,41,338954,-23436.168118798014,0.001,617517.6174863456
8285,-8588.242333660002,781.0,436,340516,41,339735,-23296.165272887323,0.001,660916.4162944643
8306,-8638.3573254,781.0,437,341297,41,340516,-23139.623504521445,0.001,697369.5755979413
8326,-8582.16379446,781.0,438,342078,41,341297,-23029.467637143887,0.001,675517.652350002
8347,-8589.55534352,781.0,439,342859,41,342078,-22883.662254421415,0.001,586034.1123797115
8367,-8637.04004709,781.0,440,343640,41,342859,-22752.71641925416,0.001,630698.7189200544
8387,-8663.081606119998,781.0,441,344421,41,343640,-22649.591031630123,0.001,598216.5463135703
8407,-8612.10111897,781.0,442,345202,41,344421,-22433.1504081306,0.001,658476.2889512144
8427,-8581.07906796,781.0,443,345983,41,345202,-22360.17510103233,0.001,605303.6347318642
8446,-8619.48648452,781.0,444,346764,41,345983,-22223.473361475673,0.001,568893.9219412712
8466,-8590.51146061,781.0,445,347545,41,346764,-22140.89609425016,0.001,577817.8762353953
8486,-8617.72244469,781.0,446,348326,41,347545,-21930.508072583227,0.001,523426.29416663334
8506,-8634.29343232,781.0,447,349107,41,348326,-21772.004416413252,0.001,582039.3054564961
8526,-8622.01090468,781.0,448,349888,41,349107,-21610.486280609795,0.001,595778.6024927977
8546,-8602.849033670002,781.0,449,350669,41,349888,-21514.48855383723,0.001,662055.9079642986
8566,-8624.33495561,781.0,450,351450,41,350669,-21345.93320362516,0.001,588392.1256714648
8586,-8640.01168746,781.0,451,352231,41,351450,-21234.491129661492,0.001,546484.8802391766
8606,-8681.78920133,781.0,452,353012,41,352231,-21104.197778289054,0.001,619232.1021301816
8625,-8691.02997193,781.0,453,353793,41,353012,-20941.558821322822,0.001,597599.7586640224
8645,-8744.60623344,781.0,454,354574,41,353793,-20777.27648347471,0.001,449677.23864386603
8665,-8751.36173465,781.0,455,355355,41,354574,-20669.183153609156,0.001,497966.0246428857
8685,-8690.802007799999,781.0,456,356136,41,355355,-20504.754916573303,0.001,527692.0692296535
8706,-8689.787385110001,781.0,457,356917,40,356136,-20305.799515845072,0.001,423082.90521967027
8726,-8683.8196555,781.0,458,357698,40,356917,-20194.0937600032,0.001,640887.1173513024
8746,-8657.53940681,781.0,459,358479,40,357698,-20065.158250640205,0.001,505378.2199666393
8765,-8617.362907039998,781.0,460,359260,40,358479,-19932.81134463028,0.001,598263.7232776989
8785,-8653.399143030001,781.0,461,360041,40,359260,-19831.529559459028,0.001,482566.003962518
8805,-8659.924390569999,781.0,462,360822,40,360041,-19663.614539152528,0.001,550498.9924475832
8825,-8659.15800473,781.0,463,361603,40,360822,-19550.94395206466,0.001,545962.7725634703
8844,-8651.298982799999,781.0,464,362384,40,361603,-19398.621343830026,0.001,445747.1767990757
8864,-8633.30449533,781.0,465,363165,40,362384,-19280.75411381642,0.001,556422.7038277249
8884,-8668.48620175,781.0,466,363946,40,363165,-19134.54073553537,0.001,512375.88532142784
8908,-8713.32438367,781.0,467,364727,40,363946,-19002.626728052976,0.001,483567.05325704225
8928,-8739.477259629999,781.0,468,365508,40,364727,-18813.82411871799,0.001,387587.45367267524
8948,-8754.91216353,781.0,469,366289,40,365508,-18719.566621318823,0.001,412836.08023067383
8968,-8706.35781939,781.0,470,367070,40,366289,-18586.70084927177,0.001,380385.09812327445
8989,-8651.550563620001,781.0,471,367851,40,367070,-18467.09063900448,0.001,453350.5281640125
9009,-8680.01756228,781.0,472,368632,40,367851,-18339.141382742477,0.001,515780.1479817291
9029,-8658.98257374,781.0,473,369413,40,368632,-18205.639424615878,0.001,450712.29804287374
9048,-8658.89609925,781.0,474,370194,40,369413,-18062.81122459187,0.001,394001.6853143006
9068,-8656.68789786,781.0,475,370975,40,370194,-17961.676346430857,0.001,396669.21371401346
9089,-8655.81581615,781.0,476,371756,40,370975,-17831.97811299616,0.001,361946.6291732104
9109,-8617.78484491,781.0,477,372537,40,371756,-17731.813596600914,0.001,391398.6735399078
9129,-8576.015160220002,781.0,478,373318,40,372537,-17572.58376680538,0.001,421422.3389059499
9149,-8589.204681140001,781.0,479,374099,40,373318,-17489.27883172615,0.001,393572.2654712008
9169,-8577.93879179,781.0,480,374880,40,374099,-17356.213634613076,0.001,365002.159824894
9189,-8597.28823362,781.0,481,375661,40,374880,-17247.4326184379,0.001,365804.0779962088
9208,-8574.845856430002,781.0,482,376442,40,375661,-17153.71934519046,0.001,404709.2508815321
9228,-8549.46649811,781.0,483,377223,40,376442,-17032.623479513444,0.001,470525.5014929777
9248,-8573.68049796,781.0,484,378004,40,377223,-16976.818129301377,0.001,348352.1704426666
9269,-8528.70595183,781.0,485,378785,40,378004,-16887.102976702547,0.001,395185.5654271867
9289,-8495.32900609,781.0,486,379566,40,378785,-16755.916371989035,0.001,310639.4912772087
9309,-8512.23552177,781.0,487,380347,40,379566,-16706.83447328145,0.001,418832.01890855073
9330,-8507.499491399998,781.0,488,381128,40,380347,-16616.990632002242,0.001,370354.63177341747
9350,-8522.535182239999,781.0,489,381909,40,381128,-16508.566916413252,0.001,370329.16727415274
9370,-8477.083010299999,781.0,490,382690,40,381909,-16455.33800691221,0.001,322675.00616322225
9390,-8457.62243484,781.0,491,383471,40,382690,-16375.33273147407,0.001,330843.6259896917
9409,-8437.98536942,781.0,492,384252,40,383471,-16294.876092849712,0.001,406819.69748757104
9429,-8413.31022161,781.0,493,385033,40,384252,-16187.754872809299,0.001,326459.86061102053
9450,-8420.27346884,781.0,494,385814,40,385033,-16093.037868367877,0.001,355491.48674700904
9470,-8445.42008173,781.0,495,386595,40,385814,-15965.975425886283,0.001,376136.9271104253
9490,-8465.27585135,781.0,496,387376,40,386595,-15865.012370208467,0.001,337568.37924948486
9512,-8469.46824892,781.0,497,388157,40,387376,-15741.85263409291,0.001,344758.23096578405
9532,-8509.025224060002,781.0,498,388938,40,388157,-15646.95575959307,0.001,311809.57591929415
9552,-8508.752739540001,781.0,499,389719,40,388938,-15544.23906525088,0.001,315683.2306838188
9573,-8453.3213088,781.0,500,390500,40,389719,-15414.026150868278,0.001,380379.37867992755
9592,-8391.613613029998,781.0,501,391281,40,390500,-15330.463900948303,0.001,316186.55977037654
9612,-8346.525846609999,781.0,502,392062,40,391281,-15224.555536521688,0.001,321368.10423147905
9633,-8359.60807156,781.0,503,392843,40,392062,-15122.950889284572,0.001,310486.38533393183
9653,-8358.633402279998,781.0,504,393624,40,392843,-15039.32051756562,0.001,264547.0277607584
9673,-8365.197894519999,781.0,505,394405,40,393624,-14968.508347671255,0.001,274961.1533790813
9693,-8337.95085541,781.0,506,395186,40,394405,-14933.490561979834,0.001,238930.81476197383
9713,-8268.13102343,781.0,507,395967,40,395186,-14869.845339258563,0.001,316675.409778004
9733,-8264.84195172,781.0,508,396748,40,395967,-14858.149644136123,0.001,279059.61368387885
9753,-8284.823323030001,781.0,509,397529,40,396748,-14771.449169984395,0.001,285152.5657047755
9773,-8250.46128027,781.0,510,398310,40,397529,-14717.539562660051,0.001,316360.9394049846
9793,-8285.547529270001,781.0,511,399091,40,398310,-14645.759105413732,0.001,266906.41225817264
9814,-8344.39299315,781.0,512,399872,40,399091,-14577.795448293455,0.001,304552.9531037432
9834,-8315.22501483,781.0,513,400653,40,399872,-14517.607301836588,0.001,223398.2539400108
9854,-8365.760235819998,781.0,514,401434,40,400653,-14455.268123299456,0.001,260236.40385860976
9876,-8303.51573284,781.0,515,402215,40,401434,-14390.599851952626,0.001,297506.4722773788
9896,-8264.171876569999,781.0,516,402996,40,402215,-14279.949196242798,0.001,277747.27611960826
9916,-8278.53672703,781.0,517,403777,40,402996,-14227.891322723272,0.001,286960.2802209207
9937,-8309.73183159,781.0,518,404558,40,403777,-14195.454910571383,0.001,263859.0050041013
9957,-8355.668630660002,781.0,519,405339,40,404558,-14143.489201544495,0.001,248255.51678099492
9976,-8393.62225706,781.0,520,406120,40,405339,-14095.008921604913,0.001,293277.95757142286
9997,-8397.64232958,781.0,521,406901,40,406120,-14013.201233144606,0.001,242693.40251755563
10017,-8410.160616820001,781.0,522,407682,40,406901,-13925.405516015126,0.001,205629.29963150708
10038,-8434.3432525,781.0,523,408463,40,407682,-13865.469465228873,0.001,266117.98603240534
10058,-8428.65728445,781.0,524,409244,40,408463,-13765.989766725352,0.001,262619.2820458797
10078,-8389.45824204,781.0,525,410025,40,409244,-13698.316633822824,0.001,205937.92523044875
10098,-8396.31779455,781.0,526,410806,40,410025,-13659.625143796015,0.001,262558.8098060129
10120,-8371.79829585,781.0,527,411587,40,410806,-13616.086994088108,0.001,246541.30176969132
10140,-8364.83153027,781.0,528,412368,40,411587,-13590.29171584907,0.001,252278.07138034172
10160,-8390.774020320001,781.0,529,413149,40,412368,-13508.220730633802,0.001,281970.8858616007
10181,-8371.01247072,781.0,530,413930,40,413149,-13484.140114836748,0.001,259143.25180182658
10201,-8380.853543009998,781.0,531,414711,40,413930,-13478.117961497679,0.001,254275.61552821903
10221,-8372.994525659999,781.0,532,415492,40,414711,-13440.096187029849,0.001,222469.77463038173
10241,-8350.42033406,781.0,533,416273,40,415492,-13448.943386883802,0.001,237066.11974644387
10261,-8354.7993877,781.0,534,417054,40,416273,-13386.742211257602,0.001,217598.9728647542
10281,-8372.55638304,781.0,535,417835,40,417054,-13340.90772047055,0.001,220620.62187149888
10302,-8350.739975240002,781.0,536,418616,40,417835,-13274.404218099791,0.001,259407.54052234214
10322,-8333.747821140001,781.0,537,419397,40,418616,-13235.502885923495,0.001,214965.75522448434
10342,-8359.68495321,781.0,538,420178,40,419397,-13114.908494468229,0.001,253842.36793273847
10362,-8373.75935633,781.0,539,420959,40,420178,-13042.758353923255,0.001,217409.1192894226
10382,-8338.360349100001,781.0,540,421740,40,420959,-12958.432439630682,0.001,255344.6894862606
10402,-8330.26010387,781.0,541,422521,40,421740,-12908.554508692781,0.001,252255.07247569223
10423,-8372.425665379998,781.0,542,423302,40,422521,-12852.174404559459,0.001,239650.42172995358
10443,-8381.27236429,781.0,543,424083,40,423302,-12810.001405449744,0.001,220081.0146174901
10463,-8364.34053927,781.0,544,424864,40,424083,-12734.96318571943,0.001,178837.19582766487
10484,-8381.7969375,781.0,545,425645,40,424864,-12657.299832196302,0.001,246016.3554756272
10504,-8367.01027043,781.0,546,426426,40,425645,-12615.827887423975,0.001,248783.33548798115
10524,-8395.23545937,781.0,547,427207,40,426426,-12545.515886333627,0.001,196562.7217878471
10544,-8407.130788019998,781.0,548,427988,40,427207,-12474.763070432538,0.001,215436.83229570964
10565,-8406.75794378,781.0,549,428769,40,427988,-12421.418510173255,0.001,241674.83033883342
10585,-8417.337528669997,781.0,550,429550,40,428769,-12350.546656179977,0.001,208494.37752330746
10605,-8412.985236599998,781.0,551,430331,40,429550,-12281.352330245678,0.001,226891.22404857056
10625,-8414.518208779999,781.0,552,431112,40,430331,-12242.808544984395,0.001,178145.2488018041
10645,-8437.85154947,781.0,553,431893,40,431112,-12177.55517890725,0.001,248256.40482016746
10665,-8402.50190866,781.0,554,432674,40,431893,-12112.17305662812,0.001,193266.94401646027
10685,-8397.381529409999,781.0,555,433455,40,432674,-12017.681868197824,0.001,229049.4278134628
10708,-8448.0162261,781.0,556,434236,40,433455,-11985.624173485516,0.001,174562.69695615096
10729,-8502.42649163,781.0,557,435017,40,434236,-11918.96836362636,0.001,197583.52401049586
10750,-8566.098922219999,781.0,558,435798,40,435017,-11874.78330815861,0.001,184574.05210761193
10771,-8613.89487233,781.0,559,436579,40,435798,-11827.87627165693,0.001,210780.1904396907
10793,-8631.96154015,781.0,560,437360,40,436579,-11792.845226722551,0.001,160810.66820007403
10814,-8587.73226832,781.0,561,438141,40,437360,-11741.189611925816,0.001,206562.74365171854
10835,-8559.66899685,781.0,562,438922,40,438141,-11673.253437349951,0.001,213778.97333052827
10856,-8534.792339929998,781.0,563,439703,40,438922,-11616.455216919414,0.001,187849.08430541522
10877,-8518.870971830002,781.0,564,440484,40,439703,-11524.717505851873,0.001,212649.99737072113
10898,-8551.29047235,781.0,565,441265,40,440484,-11457.719313930458,0.001,198430.34162557017
10920,-8527.303685269999,781.0,566,442046,40,441265,-11380.799408310659,0.001,170876.79929327386
10941,-8493.35702696,781.0,567,442827,40,442046,-11295.731359034891,0.001,171370.20458109095
10962,-8494.07004515,781.0,568,443608,40,442827,-11245.349268015765,0.001,162461.87829730514
10983,-8521.7525883,781.0,569,444389,40,443608,-11143.829250360115,0.001,203571.89171034732
11003,-8545.07538051,781.0,570,445170,40,444389,-11074.43085537372,0.001,159336.21433765054
11024,-8540.153585069998,781.0,571,445951,40,445170,-11012.479550956306,0.001,168340.19671544895
11046,-8536.52659782,781.0,572,446732,40,445951,-10951.885338308259,0.001,142944.02390171104
11067,-8567.48633909,781.0,573,447513,40,446732,-10916.98417743678,0.001,171682.24185926997
11089,-8552.93762125,781.0,574,448294,40,447513,-10833.979163332266,0.001,145252.61783739546
11110,-8525.844183109999,781.0,575,449075,40,448294,-10778.844177636844,0.001,158790.16618849282
11131,-8520.80218041,781.0,576,449856,40,449075,-10694.752450784252,0.001,187327.9405219045
11153,-8534.64166527,781.0,577,450637,40,449856,-10633.935208016565,0.001,153318.99059105164
11176,-8561.20539938,781.0,578,451418,40,450637,-10557.073462257922,0.001,174051.7148346846
11199,-8471.725330270001,781.0,579,452199,40,451418,-10495.23614431618,0.001,139829.42705634554
11220,-8472.754692060002,781.0,580,452980,40,452199,-10449.548366727353,0.001,164895.42409133422
11242,-8451.808249400001,781.0,581,453761,40,452980,-10385.498021866997,0.001,120779.54049295775
11263,-8449.00187404,781.0,582,454542,40,453761,-10327.829071552896,0.001,150300.7695568832
11285,-8440.1761332,781.0,583,455323,40,454542,-10282.79628356074,0.001,111796.48003142256
11307,-8411.08690226,781.0,584,456104,40,455323,-10233.741473521526,0.001,140331.1639333962
11328,-8382.767703849999,781.0,585,456885,40,456104,-10178.93877165693,0.001,156200.67038608604
11349,-8387.18043441,781.0,586,457666,40,456885,-10084.200868027769,0.001,154835.40271574404
11370,-8316.026346419998,781.0,587,458447,40,457666,-10032.401003321063,0.001,128305.57108524728
11391,-8300.326905079999,781.0,588,459228,40,458447,-9979.288822423176,0.001,108793.18424176986
11412,-8297.30237577,781.0,589,460009,40,459228,-9895.089043493917,0.001,110733.61083921856
11433,-8378.44778905,781.0,590,460790,40,460009,-9801.227035151249,0.001,166169.41203904
